,1502148387,2756370435,3176949924,2954818895,3558595220,3385530403,4160600163,1914047609,1759921803,1392494589,3488938021,2321806454,3622395341,686062913,2933680667,2227115160,2607425063,1192677924,3689578949,3280145754,3129336168,3358969264,2783225985,3631634526,3920050901,3565439934,4006061010,620173462,2636031260,4145560874,3615436226,2191062999,4276811682,2738364134,1056914775,321137469,3437618638,2977088499,485544571,2528002948,4036039428,214196709,441205562,202774958,2496646668,1422274723,2825726158,40526029,2035516552,1778685298,1507493681,766932368,399753662,1042824172,3073407383,2515222356,3244698068,445286775,2083075156,2063853279,1919708121,1966390989,7214742,2676015080,654303021,2500501415,395245054,3729892966,3341419181,4037141250,927765794,2388840311,3725435867,336597329,2565202574,382550638,413943961,2807742179,3811751592,2093451317,4071317805,139060332,2394078607,3506540866,2444065701,4037611794,1019054022,2304728238,584419852,2718647288,1588362727,69728726,1404972461,2257681222,2758904259,3315679999,2411179187,1526384679,4213870869,62699417,2301915325,3840941438,1915606498,139803936,2807410227,2237630737,869067415,2762884929,1357353590,2586556446,974695197,1856910577,184649436,12126948,1302542552,216927394
3129336168,36,35,28,18,26,31,28,40,30,9,19,35,33,33,13,28,23,35,16,24,,26,38,31,31,28,32,14,34,33,31,36,29,34,37,37,27,28,18,13,16,23,34,36,13,17,29,25,41,32,32,32,19,38,30,31,35,18,17,21,41,24,31,10,34,34,40,39,21,31,25,22,35,13,13,24,12,29,35,13,17,35,19,12,34,23,32,12,38,34,26,32,34,30,38,29,36,35,27,13,26,26,37,28,14,33,29,30,14,21,29,36,24,16,27,34
3358969264,26,28,29,16,25,32,26,26,32,17,19,27,27,31,13,30,25,25,20,26,27,,34,27,32,26,26,16,26,26,28,31,32,33,31,24,30,29,16,16,21,21,34,36,17,19,30,34,30,28,27,36,19,26,27,28,35,25,15,28,30,26,36,18,33,30,33,24,20,27,26,31,25,13,15,25,16,27,25,15,15,31,25,13,27,23,30,10,29,31,21,32,35,31,32,28,26,25,34,24,26,26,31,25,19,24,28,25,18,23,34,31,34,17,26,26
2783225985,29,31,26,15,23,31,26,28,32,12,17,26,27,35,11,27,22,27,18,22,34,30,,26,29,26,27,13,28,27,25,33,30,38,35,29,26,25,16,13,17,19,34,34,14,17,28,28,31,27,24,32,18,29,25,29,39,21,14,23,37,23,33,14,34,33,36,28,19,25,24,26,26,12,13,23,14,26,29,13,13,35,21,11,27,22,30,10,33,33,22,29,33,26,38,25,28,27,28,19,23,24,30,23,16,27,26,24,15,21,30,32,27,14,23,28
3631634526,21,21,22,15,21,23,20,24,19,8,19,23,22,21,10,24,22,22,15,20,24,20,22,,23,21,23,12,21,24,24,21,19,23,23,22,20,23,19,11,14,17,21,25,13,14,19,19,26,26,22,22,16,22,23,24,23,15,12,19,22,17,22,10,23,21,23,22,18,21,23,20,23,13,10,23,11,22,27,11,13,22,18,11,22,26,20,9,23,22,23,22,23,24,23,21,21,23,23,12,27,21,28,21,12,24,19,23,11,16,20,21,19,15,21,20
3920050901,26,27,25,15,23,28,24,26,28,12,18,26,25,25,11,28,22,26,16,23,27,28,28,27,,24,25,14,25,26,27,27,27,28,28,26,24,27,16,14,18,19,29,32,14,17,25,28,30,26,26,29,18,27,25,25,28,19,13,22,28,22,30,13,28,26,30,26,18,25,24,23,27,12,12,23,13,26,25,12,14,28,20,12,26,23,32,11,29,27,20,28,30,28,28,26,26,26,31,17,24,27,31,23,15,23,25,25,14,20,27,29,26,15,24,24
3565439934,31,28,26,16,24,29,26,29,29,11,19,28,28,29,11,27,23,28,19,26,31,27,31,29,29,,28,14,26,27,27,29,26,29,30,26,26,26,18,13,16,20,31,31,15,16,26,28,30,29,26,31,18,28,27,28,30,18,14,22,31,21,31,14,29,28,31,26,20,27,25,24,26,13,12,24,13,27,28,12,15,29,20,12,27,24,28,10,30,29,25,27,29,27,29,28,27,27,29,16,28,25,30,24,15,28,27,25,14,20,25,30,25,16,24,26
4006061010,29,32,23,16,24,25,28,26,30,11,21,25,26,30,11,26,24,29,16,24,30,23,28,27,26,24,,13,31,35,26,30,29,29,32,25,24,27,19,13,16,20,30,27,14,16,25,26,33,29,25,26,19,32,27,30,24,16,13,20,28,19,26,11,30,28,32,27,20,25,26,21,24,14,11,26,13,29,30,11,14,28,19,12,27,26,30,12,28,31,24,24,25,26,29,27,30,25,28,14,30,23,30,24,14,30,24,26,13,19,26,31,22,17,23,30
620173462,15,15,15,32,27,16,16,16,15,53,28,17,15,15,96,17,23,15,39,16,16,17,16,17,17,14,16,,18,16,17,15,16,17,15,18,16,19,22,135,21,31,16,16,49,29,16,16,20,16,18,16,34,16,17,18,14,41,71,20,13,18,16,76,17,15,16,14,16,20,27,28,16,39,70,25,27,16,16,41,21,16,22,31,18,24,15,25,15,16,12,16,17,17,16,16,16,19,17,21,16,16,22,27,45,15,13,16,22,22,18,15,16,24,15,16
2636031260,28,31,23,14,23,25,27,25,27,10,18,24,24,30,11,25,22,30,15,22,31,23,29,25,26,22,30,15,,30,26,30,28,32,32,30,23,26,16,12,15,19,28,27,12,15,26,24,35,25,25,25,21,31,24,30,25,17,13,20,29,18,25,11,30,29,32,28,19,30,23,20,24,12,10,23,11,28,29,11,14,29,18,12,27,22,29,11,28,31,20,24,26,25,32,25,30,28,25,13,24,22,31,23,13,28,22,25,13,19,27,29,22,15,21,29
4145560874,27,28,22,15,23,25,26,26,25,10,20,24,24,26,11,25,23,28,15,22,30,23,27,28,26,23,34,13,29,,26,27,26,29,29,27,22,28,20,12,15,19,26,26,14,15,24,23,34,27,24,24,18,31,24,30,24,16,13,20,28,18,24,11,35,26,30,30,20,24,25,20,26,14,11,25,12,28,31,11,14,28,18,12,27,26,30,11,28,27,24,24,25,28,29,24,27,25,26,13,28,23,32,23,13,30,21,31,12,19,26,28,21,17,22,26
3615436226,25,25,23,16,23,24,23,27,25,12,18,28,23,24,12,26,22,27,15,23,27,24,24,26,26,22,25,13,25,25,,27,23,25,26,24,23,26,15,13,15,20,26,27,13,16,25,24,29,27,27,25,18,26,27,26,23,17,13,20,24,18,26,12,26,24,27,23,18,26,23,21,24,12,11,23,11,26,24,12,15,24,19,12,26,23,24,10,26,26,20,25,27,28,25,25,26,23,26,15,25,24,30,24,14,23,22,24,13,19,25,26,24,16,23,25
2191062999,37,38,31,16,26,33,31,33,40,15,20,32,33,41,13,32,25,38,20,27,40,33,41,30,33,30,35,15,36,33,34,,35,41,43,32,32,32,18,15,19,22,40,39,15,19,34,33,39,36,28,36,21,37,30,34,37,22,16,26,41,25,37,15,37,39,45,34,21,32,27,27,30,14,14,26,14,33,33,14,16,36,23,14,30,24,38,13,43,41,25,33,36,33,43,31,36,31,32,20,28,29,36,26,17,32,31,30,17,24,37,40,31,18,28,35
4276811682,27,31,25,15,24,28,28,23,33,14,19,23,25,30,11,26,24,27,17,24,27,29,32,23,29,23,30,14,28,27,26,30,,32,31,25,25,25,16,14,18,20,34,29,14,18,28,30,32,24,25,29,19,29,25,28,28,20,13,24,29,22,29,14,31,29,33,25,19,25,25,25,23,12,12,23,15,28,27,13,14,32,22,12,28,22,32,12,28,32,19,27,29,26,31,27,28,24,33,20,24,24,30,24,16,25,26,24,15,22,30,32,27,16,23,30
2738364134,22,25,22,13,20,24,23,21,25,10,15,20,20,30,9,22,19,23,15,19,25,23,30,21,22,20,23,11,25,23,21,27,25,,30,22,21,22,13,11,14,16,25,26,12,14,23,22,27,21,20,24,15,24,21,25,28,17,11,20,27,17,25,12,28,26,29,20,16,20,21,22,19,10,11,21,11,22,24,11,12,29,18,10,23,20,24,8,25,28,16,22,25,21,32,20,23,20,23,16,19,19,26,20,14,22,19,19,13,18,25,24,22,13,18,24
1056914775,34,37,30,16,25,33,30,32,38,13,19,29,31,40,12,30,24,36,18,26,38,30,40,30,33,29,35,14,36,34,31,40,34,42,,34,29,29,17,14,19,21,38,37,15,18,32,30,39,32,28,34,20,35,28,32,37,21,15,24,40,25,34,13,37,37,45,35,21,30,26,26,32,13,14,25,14,32,34,14,15,37,22,13,30,23,37,12,40,39,24,33,35,31,43,30,34,32,31,18,27,32,35,25,17,32,30,30,17,23,34,38,29,16,26,33
321137469,28,31,22,14,23,26,24,29,25,8,17,25,26,26,10,24,21,27,13,19,35,22,30,27,27,23,26,15,31,28,26,28,25,29,31,,22,25,15,12,15,18,28,29,12,15,25,21,35,26,25,26,20,30,22,25,28,17,14,19,32,20,24,9,29,26,32,35,17,30,22,19,31,12,11,22,11,26,29,12,13,30,17,11,26,20,28,11,30,28,21,27,29,26,30,25,26,37,24,12,22,23,32,22,13,27,24,27,12,18,26,30,21,15,23,24
3437618638,23,24,23,14,22,25,22,24,25,12,17,23,23,26,10,25,21,23,15,21,24,26,26,23,24,21,23,13,22,22,24,26,24,26,26,21,,24,14,13,16,18,26,27,13,16,23,25,27,24,22,26,17,23,24,23,25,18,13,22,25,20,27,13,25,25,26,21,17,23,23,23,21,11,11,21,12,22,22,12,13,25,20,11,22,20,23,9,25,26,18,26,27,24,26,23,23,21,24,16,22,22,28,22,14,21,22,22,13,19,24,25,24,14,22,23
2977088499,19,19,18,13,20,19,19,19,19,9,15,19,17,19,9,20,19,20,12,17,20,19,19,21,21,17,20,12,19,21,21,20,19,20,19,18,19,,13,11,13,17,20,21,11,13,19,20,24,19,20,19,15,20,20,25,18,15,11,17,18,14,19,10,23,19,21,18,16,20,20,18,18,11,9,22,10,20,19,10,12,20,16,11,20,21,19,8,19,20,15,19,20,21,20,19,19,18,21,12,20,17,25,20,12,18,16,20,10,15,21,19,19,13,18,19
485544571,12,13,12,19,17,13,12,13,11,10,21,13,14,13,16,14,19,12,15,13,14,12,14,19,13,13,16,15,13,17,14,12,13,13,13,12,12,14,,12,13,16,12,14,16,15,11,12,16,17,12,13,16,14,14,16,13,16,17,14,15,12,13,14,13,12,13,12,12,12,19,16,13,26,16,17,18,13,18,23,13,13,13,18,13,22,12,14,13,13,20,12,13,14,13,12,13,13,16,10,18,12,18,17,23,18,10,15,13,14,11,12,11,17,11,12
2528002948,16,17,17,38,30,19,18,16,17,78,31,18,16,17,139,19,26,17,55,18,16,19,18,18,20,16,17,152,17,17,18,17,19,19,17,15,18,21,20,,23,40,18,19,74,38,18,18,20,17,19,18,39,17,18,20,16,52,90,22,15,22,19,109,19,17,18,14,17,18,31,36,16,36,97,28,26,18,17,40,24,18,26,28,19,27,16,27,17,18,12,18,19,18,18,18,17,16,19,26,17,20,22,30,38,16,16,16,27,26,19,17,19,27,16,17
4036039428,17,19,19,21,23,22,17,17,18,18,21,17,19,19,20,20,22,17,20,16,17,21,21,19,22,16,18,20,17,18,19,19,21,21,19,17,19,20,18,20,,21,19,22,20,23,19,20,23,18,18,21,22,19,18,19,20,24,21,23,19,20,22,21,20,19,19,16,16,17,24,26,17,22,21,23,20,19,18,23,18,21,22,19,18,23,19,17,20,20,14,19,22,18,20,17,18,18,22,25,17,19,23,23,24,16,16,18,19,22,20,19,21,19,16,17
214196709,15,16,15,23,22,15,16,18,14,15,20,19,14,15,21,16,19,15,16,14,17,15,15,17,16,14,16,20,16,16,17,15,16,17,15,14,15,18,15,24,14,,15,16,17,20,15,15,21,15,20,15,20,18,19,17,13,18,20,17,13,12,15,18,16,15,15,13,15,16,21,20,14,20,17,20,15,16,16,20,19,16,17,18,19,20,14,16,14,15,12,15,16,15,16,15,18,14,17,13,16,14,22,25,22,14,12,15,16,18,16,14,15,18,14,18
441205562,36,38,30,17,26,34,33,33,46,15,20,32,32,39,13,31,24,34,20,30,38,36,41,29,36,32,36,16,34,32,33,40,39,39,41,34,32,31,18,16,20,22,,40,16,19,36,39,36,34,32,39,20,35,32,32,38,23,16,26,40,27,38,16,37,39,45,35,21,33,27,28,31,13,15,24,17,35,31,14,16,37,23,14,36,24,39,12,39,39,25,35,37,34,39,36,35,32,38,21,29,30,34,26,17,32,38,30,17,25,38,45,34,17,29,36
202774958,31,32,31,16,26,35,26,34,33,14,19,33,32,34,12,32,25,31,21,26,36,34,38,32,36,29,29,15,30,29,31,35,31,35,36,31,30,29,18,15,20,21,36,,17,19,31,33,34,33,27,37,20,31,29,29,39,24,15,27,39,27,39,16,35,33,38,31,21,30,26,29,32,13,16,25,15,27,30,15,15,35,25,13,28,24,32,11,37,34,26,35,39,33,39,29,29,31,35,22,27,30,34,25,18,28,30,28,18,23,31,35,32,16,27,28
2496646668,17,18,19,47,28,21,19,18,18,42,40,19,18,20,63,22,26,17,37,19,18,22,21,23,21,18,21,60,17,21,20,18,20,22,19,17,19,21,29,79,25,31,20,23,,37,19,20,21,21,19,21,33,18,21,21,21,39,54,24,18,21,22,56,21,19,20,16,17,18,34,35,17,43,55,26,31,19,22,43,35,21,26,61,19,30,18,37,19,20,20,20,22,22,20,18,18,17,23,26,22,20,24,28,43,20,17,19,35,31,20,18,21,30,17,18
1422274723,15,17,17,39,23,18,17,17,16,21,29,17,16,18,28,18,21,16,22,15,17,18,18,18,18,15,17,25,16,16,18,17,18,19,17,16,17,18,19,30,21,26,17,19,27,,16,17,21,17,18,18,30,18,18,18,17,23,26,20,16,16,18,26,18,17,18,14,16,16,23,25,15,36,25,22,24,17,17,36,28,18,20,34,18,21,16,27,17,18,12,17,19,16,19,16,17,16,19,19,17,15,22,24,37,15,14,16,32,25,18,16,18,31,15,18
2825726158,28,29,25,14,23,27,27,24,32,14,18,24,23,29,11,26,22,27,17,23,29,28,30,24,28,24,27,14,28,27,28,30,30,31,31,26,26,27,14,14,17,20,32,31,14,17,,29,31,25,26,29,18,26,25,27,28,23,13,24,29,21,30,14,33,31,33,27,18,26,24,26,24,12,13,23,14,29,26,14,14,30,22,13,27,21,30,10,31,30,19,28,31,29,30,27,27,24,30,19,23,24,30,24,16,25,26,25,16,22,32,32,37,15,24,26
40526029,32,34,30,18,27,33,32,29,44,18,20,31,29,34,14,32,27,29,21,32,29,38,36,29,37,30,32,16,30,30,33,35,37,35,34,26,32,33,18,17,21,24,41,39,18,20,35,,32,32,30,37,21,30,32,32,35,24,15,28,31,27,38,19,35,33,37,26,23,32,28,30,27,14,15,26,19,34,28,15,17,33,25,15,31,25,36,12,32,34,25,33,35,34,33,35,32,27,40,24,30,29,33,27,19,27,34,28,18,25,35,38,36,19,29,33
2035516552,57,63,50,35,55,54,56,59,51,18,43,55,52,56,25,55,49,60,30,43,68,48,57,54,56,46,59,30,63,62,55,59,56,60,63,61,50,58,35,26,35,47,54,56,26,36,53,46,,53,58,51,42,67,53,59,49,38,30,44,59,38,50,19,61,55,64,62,40,54,54,47,55,29,23,53,25,57,59,28,34,63,42,28,62,50,59,28,61,65,41,52,57,53,60,51,64,57,53,25,50,48,104,57,31,56,44,58,28,43,57,58,46,35,47,57
1778685298,29,29,27,16,24,28,26,30,28,11,21,30,31,29,11,30,25,29,18,25,32,27,30,32,28,27,31,14,27,30,31,32,25,29,30,27,27,27,22,13,16,20,30,32,15,17,25,27,31,,25,31,18,29,28,29,29,18,14,22,32,21,31,13,27,29,31,27,20,27,27,23,27,15,12,26,13,27,31,12,14,28,20,12,25,27,27,11,30,30,28,28,30,29,30,28,28,28,28,15,31,25,33,24,14,30,25,28,14,19,26,30,25,18,25,27
1507493681,21,22,19,16,22,20,21,26,20,8,16,26,18,19,12,21,19,19,13,19,24,20,20,21,22,18,21,12,21,21,24,19,21,21,21,20,19,22,12,12,13,21,22,21,11,14,20,20,27,19,,20,16,24,25,21,19,15,13,18,18,15,20,10,22,19,23,20,16,21,21,18,21,11,9,21,10,21,20,10,17,21,17,11,31,20,21,10,19,20,15,21,21,21,21,22,25,20,22,12,20,18,27,25,12,19,18,20,10,16,21,22,20,13,20,24
766932368,32,34,33,17,27,37,29,35,36,17,20,32,35,36,13,35,26,31,22,29,35,38,39,32,36,32,32,16,30,30,32,36,33,36,36,30,33,30,19,16,22,22,38,42,17,20,33,36,34,35,29,,21,33,31,30,40,25,16,29,41,29,42,18,35,35,37,31,22,30,28,32,31,14,16,26,17,29,29,16,16,36,27,13,30,25,34,12,37,36,25,36,40,32,37,32,31,32,36,24,31,30,35,27,19,29,32,28,19,25,32,41,35,17,30,30
